instant,timestamp,hr,actual,prediction,residual
14581,2012-09-04 17:00,17,856,282.5910856231925,-573.4089143768075
14582,2012-09-04 18:00,18,839,279.2736295037908,-559.72637049620926
14583,2012-09-04 19:00,19,552,295.56780639469991,-256.43219360530009
14584,2012-09-04 20:00,20,385,296.34901286295417,-88.650987137045831
14585,2012-09-04 21:00,21,268,295.7880272565352,27.788027256535202
14586,2012-09-04 22:00,22,179,310.4061460130705,131.4061460130705
14587,2012-09-04 23:00,23,95,303.59812929265468,208.59812929265468
14588,2012-09-05 00:00,0,37,143.90880404575037,106.90880404575037
14589,2012-09-05 01:00,1,13,125.37315505888067,112.37315505888067
14590,2012-09-05 02:00,2,9,132.30335278460751,123.30335278460751
14591,2012-09-05 03:00,3,4,149.18708478589031,145.18708478589031
14592,2012-09-05 04:00,4,5,156.11728251161713,151.11728251161713
14593,2012-09-05 05:00,5,40,163.14552009386819,123.14552009386819
14594,2012-09-05 06:00,6,210,169.97767796307085,-40.022322036929154
14595,2012-09-05 07:00,7,500,176.71113799013506,-323.28886200986494
14596,2012-09-05 08:00,8,725,198.95756843985413,-526.04243156014581
14597,2012-09-05 09:00,9,290,220.11683787995884,-69.883162120041163
14598,2012-09-05 10:00,10,235,232.80320945144723,-2.1967905485527695
14599,2012-09-05 11:00,11,217,261.06084481198673,44.060844811986726
14600,2012-09-05 12:00,12,266,252.6158584617109,-13.3841415382891
14601,2012-09-05 13:00,13,234,279.39351540092497,45.393515400924969
14602,2012-09-05 14:00,14,211,305.38553751671685,94.385537516716852
14603,2012-09-05 15:00,15,245,273.9953487636509,28.995348763650895
14604,2012-09-05 16:00,16,430,274.97329293056777,-155.02670706943223
14605,2012-09-05 17:00,17,863,289.39467398844039,-573.60532601155955
14606,2012-09-05 18:00,18,839,279.07689180512818,-559.92310819487182
14607,2012-09-05 19:00,19,662,288.82991801246789,-373.17008198753211
14608,2012-09-05 20:00,20,412,263.19590310516344,-148.80409689483656
14609,2012-09-05 21:00,21,296,278.40966761746358,-17.590332382536417
14610,2012-09-05 22:00,22,219,285.33986534319047,66.339865343190468
14611,2012-09-05 23:00,23,150,277.15056804358773,127.15056804358773
14612,2012-09-06 00:00,0,65,117.75602035187021,52.756020351870205
14613,2012-09-06 01:00,1,18,124.09666296722337,106.09666296722337
14614,2012-09-06 02:00,2,8,146.73591082865346,138.73591082865346
14615,2012-09-06 03:00,3,9,138.64465338557494,129.64465338557494
14616,2012-09-06 04:00,4,8,145.4768112547776,137.4768112547776
14617,2012-09-06 05:00,5,38,153.09394596178805,115.09394596178805
14618,2012-09-06 06:00,6,200,159.33720670623129,-40.662793293768715
14619,2012-09-06 07:00,7,482,166.36544428848234,-315.63455571151769
14620,2012-09-06 08:00,8,646,181.97202621249355,-464.02797378750643
14621,2012-09-06 09:00,9,123,149.00381918157797,26.003819181577967
14622,2012-09-06 10:00,10,49,155.93401690730479,106.93401690730479
14623,2012-09-06 11:00,11,62,194.47905260310077,132.47905260310077
14624,2012-09-06 12:00,12,137,217.51111787624191,80.511117876241912
14625,2012-09-06 13:00,13,191,223.65568077854667,32.655680778546667
14626,2012-09-06 14:00,14,216,246.19688878345261,30.196888783452607
14627,2012-09-06 15:00,15,270,268.7963901547547,-1.2036098452452961
14628,2012-09-06 16:00,16,416,268.43214224699841,-147.56785775300159
14629,2012-09-06 17:00,17,808,275.55841968577363,-532.44158031422637
14630,2012-09-06 18:00,18,835,276.14354644097943,-558.85645355902057
14631,2012-09-06 19:00,19,558,262.89241889351854,-295.10758110648146
14632,2012-09-06 20:00,20,406,255.79028260353019,-150.20971739646981
14633,2012-09-06 21:00,21,272,235.38183778362401,-36.618162216375993
14634,2012-09-06 22:00,22,217,242.31203550935089,25.312035509350892
14635,2012-09-06 23:00,23,169,249.24223323507775,80.242233235077748
14636,2012-09-07 00:00,0,96,89.650947844697569,-6.3490521553024308
14637,2012-09-07 01:00,1,29,91.912790719891476,62.912790719891476
14638,2012-09-07 02:00,2,11,108.10892775427641,97.108927754276408
14639,2012-09-07 03:00,3,9,115.03912548000324,106.03912548000324
14640,2012-09-07 04:00,4,8,112.01578893017414,104.01578893017414
14641,2012-09-07 05:00,5,40,118.94598665590098,78.945986655900981
14642,2012-09-07 06:00,6,140,126.56377934852571,-13.436220651474287
14643,2012-09-07 07:00,7,486,137.9662522117371,-348.03374778826287
14644,2012-09-07 08:00,8,719,162.47829590620367,-556.5217040937963
14645,2012-09-07 09:00,9,344,189.78589861816667,-154.21410138183333
14646,2012-09-07 10:00,10,224,212.42514647959678,-11.574853520403224
14647,2012-09-07 11:00,11,296,254.51903614280306,-41.48096385719694
14648,2012-09-07 12:00,12,323,273.60943003682291,-49.390569963177086
14649,2012-09-07 13:00,13,354,287.47359585783016,-66.526404142169838
14650,2012-09-07 14:00,14,253,294.40379358355705,41.403793583557047
14651,2012-09-07 15:00,15,331,308.82517464142967,-22.174825358570331
14652,2012-09-07 16:00,16,470,315.95211006581917,-154.04788993418083
14653,2012-09-07 17:00,17,772,309.34083104406602,-462.65916895593398
14654,2012-09-07 18:00,18,792,304.11083260149985,-487.88916739850015
14655,2012-09-07 19:00,19,568,304.59791950018155,-263.40208049981845
14656,2012-09-07 20:00,20,391,297.29904551153055,-93.700954488469449
14657,2012-09-07 21:00,21,301,282.50898819073382,-18.491011809266183
14658,2012-09-07 22:00,22,299,289.83200332817165,-9.1679966718283481
14659,2012-09-07 23:00,23,248,256.17620133035814,8.1762013303581398
14660,2012-09-08 00:00,0,150,94.401934960855755,-55.598065039144245
14661,2012-09-08 01:00,1,117,101.52887038524526,-15.471129614754744
14662,2012-09-08 02:00,2,77,108.75384566615895,31.753845666158952
14663,2012-09-08 03:00,3,43,114.9964484249879,71.996448424987904
14664,2012-09-08 04:00,4,11,112.5626669855325,101.5626669855325
14665,2012-09-08 05:00,5,15,119.68894442430775,104.68894442430775
14666,2012-09-08 06:00,6,34,136.17985901387948,102.17985901387948
14667,2012-09-08 07:00,7,82,143.11005673960634,61.110056739606335
14668,2012-09-08 08:00,8,230,181.75313229192651,-48.246867708073495
14669,2012-09-08 09:00,9,348,198.44012659454665,-149.55987340545335
14670,2012-09-08 10:00,10,422,225.55164959346132,-196.44835040653868
14671,2012-09-08 11:00,11,578,254.20210236571182,-323.79789763428818
14672,2012-09-08 12:00,12,694,287.22613243330841,-406.77386756669159
14673,2012-09-08 13:00,13,668,306.31652632732823,-361.68347367267177
14674,2012-09-08 14:00,14,626,312.75586678481983,-313.24413321518017
14675,2012-09-08 15:00,15,512,168.50234182718998,-343.49765817281002
14676,2012-09-08 16:00,16,114,175.0397221412058,61.0397221412058
14677,2012-09-08 17:00,17,171,197.67897000263585,26.67897000263585
14678,2012-09-08 18:00,18,167,204.21635031665167,37.21635031665167
14679,2012-09-08 19:00,19,215,201.58648916414788,-13.413510835852122
14680,2012-09-08 20:00,20,194,208.41864703335051,14.41864703335051
14681,2012-09-08 21:00,21,181,231.54875216301588,50.548752163015877
14682,2012-09-08 22:00,22,194,242.38153276335021,48.381532763350208
14683,2012-09-08 23:00,23,133,257.79203497431308,124.79203497431308
14684,2012-09-09 00:00,0,124,92.248496025122989,-31.751503974877011
14685,2012-09-09 01:00,1,124,99.375431449512476,-24.624568550487524
14686,2012-09-09 02:00,2,96,92.862192284283566,-3.1378077157164341
14687,2012-09-09 03:00,3,46,106.89075593044518,60.890755930445181
14688,2012-09-09 04:00,4,28,100.1807790665536,72.180779066553598
14689,2012-09-09 05:00,5,55,106.71815938056942,51.718159380569418
14690,2012-09-09 06:00,6,35,113.64835710629626,78.64835710629626
14691,2012-09-09 07:00,7,70,134.21872942164154,64.218729421641541
14692,2012-09-09 08:00,8,170,163.59586566530362,-6.4041343346963799
14693,2012-09-09 09:00,9,299,196.52185587637604,-102.47814412362396
14694,2012-09-09 10:00,10,495,217.58308545995655,-277.41691454004342
14695,2012-09-09 11:00,11,585,249.29153493138205,-335.70846506861795
14696,2012-09-09 12:00,12,757,254.55242315374059,-502.44757684625938
14697,2012-09-09 13:00,13,729,282.81005851428006,-446.18994148571994
14698,2012-09-09 14:00,14,647,321.15160788040794,-325.84839211959206
14699,2012-09-09 15:00,15,696,324.13947624139917,-371.86052375860083
14700,2012-09-09 16:00,16,701,311.08508639260094,-389.91491360739906
14701,2012-09-09 17:00,17,671,322.29082155714963,-348.70917844285037
14702,2012-09-09 18:00,18,560,318.40367317487096,-241.59632682512904
14703,2012-09-09 19:00,19,496,325.33387090059784,-170.66612909940216
14704,2012-09-09 20:00,20,356,310.40668521876307,-45.593314781236927
14705,2012-09-09 21:00,21,206,301.23501539707559,95.235015397075585
14706,2012-09-09 22:00,22,189,296.39783436622048,107.39783436622048
14707,2012-09-09 23:00,23,92,291.56131132097966,199.56131132097966
14708,2012-09-10 00:00,0,41,134.54648230704703,93.546482307047029
14709,2012-09-10 01:00,1,18,119.55968728758759,101.55968728758759
14710,2012-09-10 02:00,2,17,127.57029739192336,110.57029739192336
14711,2012-09-10 03:00,3,12,112.68220021460235,100.68220021460235
14712,2012-09-10 04:00,4,5,119.61239794032919,114.61239794032919
14713,2012-09-10 05:00,5,40,112.5096036647266,72.509603664726598
14714,2012-09-10 06:00,6,180,118.65416656703138,-61.345833432968618
14715,2012-09-10 07:00,7,447,140.01017370579871,-306.98982629420129
14716,2012-09-10 08:00,8,730,175.0056974485702,-554.99430255142977
14717,2012-09-10 09:00,9,361,207.83364780311837,-153.16635219688163
14718,2012-09-10 10:00,10,210,226.62926414195138,16.629264141951381
14719,2012-09-10 11:00,11,236,246.76707255545762,10.767072555457617
14720,2012-09-10 12:00,12,332,258.75910052904271,-73.240899470957288
14721,2012-09-10 13:00,13,323,275.84566087437929,-47.154339125620709
14722,2012-09-10 14:00,14,340,293.25933864841113,-46.740661351588869
14723,2012-09-10 15:00,15,346,310.24111050621809,-35.758889493781908
14724,2012-09-10 16:00,16,488,311.16010332112455,-176.83989667887545
14725,2012-09-10 17:00,17,871,318.09030104685138,-552.90969895314856
14726,2012-09-10 18:00,18,968,310.26082329983717,-657.73917670016283
14727,2012-09-10 19:00,19,633,311.57263352645464,-321.42736647354536
14728,2012-09-10 20:00,20,390,307.72457364868967,-82.27542635131033
14729,2012-09-10 21:00,21,285,284.91338722299815,-0.086612777001846553
14730,2012-09-10 22:00,22,159,279.68338878043198,120.68338878043198
14731,2012-09-10 23:00,23,93,285.72991182621257,192.72991182621257
14732,2012-09-11 00:00,0,32,107.56831729961677,75.568317299616766
14733,2012-09-11 01:00,1,10,99.974665755778929,89.974665755778929
14734,2012-09-11 02:00,2,6,75.421063227083366,69.421063227083366
14735,2012-09-11 03:00,3,8,100.88248158451208,92.882481584512078
14736,2012-09-11 04:00,4,9,98.252620432008285,89.252620432008285
14737,2012-09-11 05:00,5,44,98.739707330689953,54.739707330689953
14738,2012-09-11 06:00,6,211,96.403965747758747,-114.59603425224125
14739,2012-09-11 07:00,7,596,125.38828457970983,-470.61171542029018
14740,2012-09-11 08:00,8,750,152.40176772210029,-597.59823227789968
14741,2012-09-11 09:00,9,358,213.36074407670901,-144.63925592329099
14742,2012-09-11 10:00,10,196,247.23676693635784,51.236766936357839
14743,2012-09-11 11:00,11,247,270.46556990816163,23.465569908161626
14744,2012-09-11 12:00,12,316,276.80621252351477,-39.193787476485227
14745,2012-09-11 13:00,13,328,298.16221966228215,-29.837780337717845
14746,2012-09-11 14:00,14,255,309.56469252549346,54.564692525493456
14747,2012-09-11 15:00,15,326,326.6835927443384,0.68359274433839801
14748,2012-09-11 16:00,16,536,333.80987018311362,-202.19012981688638
14749,2012-09-11 17:00,17,970,339.85639322889421,-630.14360677110585
14750,2012-09-11 18:00,18,877,313.8494237573754,-563.15057624262454
14751,2012-09-11 19:00,19,596,305.26665106044743,-290.73334893955257
14752,2012-09-11 20:00,20,461,271.02195193787441,-189.97804806212559
14753,2012-09-11 21:00,21,310,263.91981564788614,-46.080184352113861
14754,2012-09-11 22:00,22,216,263.35883004146717,47.358830041467172
14755,2012-09-11 23:00,23,109,256.45277346452724,147.45277346452724
14756,2012-09-12 00:00,0,49,83.221971470142904,34.221971470142904
14757,2012-09-12 01:00,1,21,90.152169195869732,69.152169195869732
14758,2012-09-12 02:00,2,11,96.984327065072407,85.984327065072407
14759,2012-09-12 03:00,3,7,88.205474655095983,81.205474655095983
14760,2012-09-12 04:00,4,5,104.4996515460051,99.499651546005097
14761,2012-09-12 05:00,5,48,111.42984927173194,63.429849271731939
14762,2012-09-12 06:00,6,205,118.3600469974588,-86.639953002541205
14763,2012-09-12 07:00,7,557,131.04576058333296,-425.95423941666706
14764,2012-09-12 08:00,8,770,166.3360618812913,-603.66393811870876
14765,2012-09-12 09:00,9,328,186.15248126110851,-141.84751873889149
14766,2012-09-12 10:00,10,205,205.04613745646571,0.046137456465714877
14767,2012-09-12 11:00,11,232,245.66004869834657,13.660048698346571
14768,2012-09-12 12:00,12,352,284.76164164539369,-67.238358354606305
14769,2012-09-12 13:00,13,323,301.78250200771441,-21.217497992285587
14770,2012-09-12 14:00,14,278,303.29104993299455,25.291049932994554
14771,2012-09-12 15:00,15,318,316.36958093057973,-1.6304190694202703
14772,2012-09-12 16:00,16,509,323.49651635496923,-185.50348364503077
14773,2012-09-12 17:00,17,925,317.47413445797554,-607.52586554202446
14774,2012-09-12 18:00,18,977,305.80102518836424,-671.19897481163571
14775,2012-09-12 19:00,19,635,294.75655953364037,-340.24344046635963
14776,2012-09-12 20:00,20,470,281.83929804588001,-188.16070195411999
14777,2012-09-12 21:00,21,306,276.80603730197652,-29.193962698023483
14778,2012-09-12 22:00,22,212,263.26079018494295,51.260790184942948
14779,2012-09-12 23:00,23,127,262.79784443504821,135.79784443504821
14780,2012-09-13 00:00,0,57,93.941277721624246,36.941277721624246
14781,2012-09-13 01:00,1,28,87.035221144684286,59.035221144684286
14782,2012-09-13 02:00,2,9,93.375863760037461,84.375863760037461
14783,2012-09-13 03:00,3,11,82.724215517024589,71.724215517024589
14784,2012-09-13 04:00,4,6,89.654413242751446,83.654413242751446
14785,2012-09-13 05:00,5,57,96.584610968478302,39.584610968478302
14786,2012-09-13 06:00,6,195,99.042533556720599,-95.957466443279401
14787,2012-09-13 07:00,7,571,128.0268523886717,-442.97314761132827
14788,2012-09-13 08:00,8,758,148.79330441706534,-609.20669558293469
14789,2012-09-13 09:00,9,338,185.85836169153592,-152.14163830846408
14790,2012-09-13 10:00,10,212,211.09708885741412,-0.90291114258587868
14791,2012-09-13 11:00,11,254,245.46396898529818,-8.5360310147018197
14792,2012-09-13 12:00,12,297,269.58319526805371,-27.416804731946286
14793,2012-09-13 13:00,13,283,285.91646066347653,2.9164606634765278
14794,2012-09-13 14:00,14,274,305.69379153877998,31.693791538779976
14795,2012-09-13 15:00,15,352,306.80952205234905,-45.190477947650947
14796,2012-09-13 16:00,16,491,319.26006742066107,-171.73993257933893
14797,2012-09-13 17:00,17,884,321.25881462856216,-562.74118537143784
14798,2012-09-13 18:00,18,852,287.79975032941138,-564.20024967058862
14799,2012-09-13 19:00,19,674,266.2718046263825,-407.7281953736175
14800,2012-09-13 20:00,20,463,259.16966833639418,-203.83033166360582
14801,2012-09-13 21:00,21,317,273.59104939426686,-43.408950605733139
14802,2012-09-13 22:00,22,251,266.88107253037526,15.881072530375263
14803,2012-09-13 23:00,23,170,259.77893624038694,89.77893624038694
14804,2012-09-14 00:00,0,87,93.941277721624246,6.9412777216242461
14805,2012-09-14 01:00,1,41,100.87147544735109,59.871475447351088
14806,2012-09-14 02:00,2,30,107.21211806270426,77.212118062704263
14807,2012-09-14 03:00,3,14,100.3060614857643,86.306061485764303
14808,2012-09-14 04:00,4,12,107.23625921149116,95.236259211491159
14809,2012-09-14 05:00,5,41,102.92968193899929,61.929681938999295
14810,2012-09-14 06:00,6,152,100.49590049954388,-51.504099500456121
14811,2012-09-14 07:00,7,454,113.77116919579171,-340.22883080420831
14812,2012-09-14 08:00,8,766,153.19987957153396,-612.80012042846602
14813,2012-09-14 09:00,9,347,166.4751482677818,-180.5248517322182
14814,2012-09-14 10:00,10,246,215.70649235593663,-30.293507644063368
14815,2012-09-14 11:00,11,280,230.81546838070716,-49.184531619292841
14816,2012-09-14 12:00,12,409,257.78920503296956,-151.21079496703044
14817,2012-09-14 13:00,13,408,264.71940275869645,-143.28059724130355
14818,2012-09-14 14:00,14,371,294.65375423922393,-76.346245760776071
14819,2012-09-14 15:00,15,367,295.76882676717878,-71.23117323282122
14820,2012-09-14 16:00,16,563,296.19696231385001,-266.80303768614999
14821,2012-09-14 17:00,17,894,304.40365213123414,-589.59634786876586
14822,2012-09-14 18:00,18,808,322.7673625538423,-485.2326374461577
14823,2012-09-14 19:00,19,579,294.14105093037881,-284.85894906962119
14824,2012-09-14 20:00,20,404,286.84217694172781,-117.15782305827219
14825,2012-09-14 21:00,21,312,265.73938852391831,-46.260611476081692
14826,2012-09-14 22:00,22,229,247.39981925009698,18.399819250096982
14827,2012-09-14 23:00,23,195,263.00705915972247,68.007059159722473
14828,2012-09-15 00:00,0,207,85.621782511041019,-121.37821748895898
14829,2012-09-15 01:00,1,109,110.5923436002345,1.5923436002344999
14830,2012-09-15 02:00,2,93,102.50108615715597,9.5010861571559673
14831,2012-09-15 03:00,3,37,126.12204855505652,89.122048555056523
14832,2012-09-15 04:00,4,6,141.23102457982708,135.23102457982708
14833,2012-09-15 05:00,5,16,159.75172621096988,143.75172621096988
14834,2012-09-15 06:00,6,33,173.90494119215788,140.90494119215788
14835,2012-09-15 07:00,7,73,174.33307673882908,101.33307673882908
14836,2012-09-15 08:00,8,212,194.11040761413255,-17.889592385867445
14837,2012-09-15 09:00,9,342,224.96752227912009,-117.03247772087991
14838,2012-09-15 10:00,10,442,241.79230292839247,-200.20769707160753
14839,2012-09-15 11:00,11,627,260.68595912374963,-366.31404087625037
14840,2012-09-15 12:00,12,706,277.51008178740778,-428.48991821259222
14841,2012-09-15 13:00,13,704,289.70493810504672,-414.29506189495328
14842,2012-09-15 14:00,14,715,301.26506016240694,-413.73493983759306
14843,2012-09-15 15:00,15,654,307.90048033294693,-346.09951966705307
14844,2012-09-15 16:00,16,783,304.34719801036886,-478.65280198963114
14845,2012-09-15 17:00,17,729,311.47347544914413,-417.52652455085587
14846,2012-09-15 18:00,18,614,312.25533990301261,-301.74466009698739
14847,2012-09-15 19:00,19,478,302.69085266961417,-175.30914733038583
14848,2012-09-15 20:00,20,330,299.03953049051188,-30.960469509488121
14849,2012-09-15 21:00,21,296,276.52246363439286,-19.477536365607136
14850,2012-09-15 22:00,22,279,282.76506639322184,3.7650663932218436
14851,2012-09-15 23:00,23,229,268.36782648413612,39.367826484136117
14852,2012-09-16 00:00,0,151,101.48209546027276,-49.51790453972724
14853,2012-09-16 01:00,1,117,108.41229318599959,-8.5877068140004127
14854,2012-09-16 02:00,2,89,110.8702157742419,21.870215774241899
14855,2012-09-16 03:00,3,48,102.09136336426548,54.091363364265476
14856,2012-09-16 04:00,4,8,101.53037775784654,93.530377757846537
14857,2012-09-16 05:00,5,13,108.46057548357338,95.460575483573379
14858,2012-09-16 06:00,6,35,115.39077320930022,80.390773209300221
14859,2012-09-16 07:00,7,71,113.6445867367427,42.644586736742696
14860,2012-09-16 08:00,8,128,158.00408964469645,30.00408964469645
14861,2012-09-16 09:00,9,296,184.91887494494841,-111.08112505505159
14862,2012-09-16 10:00,10,490,223.07109322903341,-266.92890677096659
14863,2012-09-16 11:00,11,559,242.35756683610163,-316.64243316389837
14864,2012-09-16 12:00,12,656,261.25122303145884,-394.74877696854116
14865,2012-09-16 13:00,13,694,267.45473728577406,-426.54526271422594
14866,2012-09-16 14:00,14,635,284.27885994943216,-350.72114005056784
14867,2012-09-16 15:00,15,557,281.31513273722777,-275.68486726277223
14868,2012-09-16 16:00,16,596,282.62694296384524,-313.37305703615476
14869,2012-09-16 17:00,17,570,300.44018678059354,-269.55981321940646
14870,2012-09-16 18:00,18,481,278.90549244655926,-202.09450755344074
14871,2012-09-16 19:00,19,403,285.63895247362348,-117.36104752637652
14872,2012-09-16 20:00,20,324,280.40961201667153,-43.590387983328469
14873,2012-09-16 21:00,21,191,281.721422243289,90.721422243288998
14874,2012-09-16 22:00,22,127,253.38988817501229,126.38988817501229
14875,2012-09-16 23:00,23,94,254.07305478674232,160.07305478674232
14876,2012-09-17 00:00,0,45,97.451043184520728,52.451043184520728
14877,2012-09-17 01:00,1,21,90.054129339345536,69.054129339345536
14878,2012-09-17 02:00,2,13,96.394771954698726,83.394771954698726
14879,2012-09-17 03:00,3,7,88.205474655095983,81.205474655095983
14880,2012-09-17 04:00,4,11,94.546117270449145,83.546117270449145
14881,2012-09-17 05:00,5,45,86.356819970846431,41.356819970846431
14882,2012-09-17 06:00,6,164,92.697462586199606,-71.302537413800394
14883,2012-09-17 07:00,7,492,121.68178141815069,-370.31821858184929
14884,2012-09-17 08:00,8,683,135.54660522477224,-547.45339477522771
14885,2012-09-17 09:00,9,299,172.31622695844169,-126.68377304155831
14886,2012-09-17 10:00,10,202,197.94777153603093,-4.0522284639690724
14887,2012-09-17 11:00,11,252,197.58352362827463,-54.416476371725366
14888,2012-09-17 12:00,12,295,204.31698365533884,-90.683016344661155
14889,2012-09-17 13:00,13,343,225.4762530954435,-117.5237469045565
14890,2012-09-17 14:00,14,332,232.40645082117035,-99.593549178829647
14891,2012-09-17 15:00,15,338,239.33664854689721,-98.663351453102791
14892,2012-09-17 16:00,16,453,238.77566294047824,-214.22433705952176
14893,2012-09-17 17:00,17,842,253.0009642853025,-588.99903571469747
14894,2012-09-17 18:00,18,774,238.21090696450571,-535.78909303549426
14895,2012-09-17 19:00,19,486,244.74828727852156,-241.25171272147844
14896,2012-09-17 20:00,20,340,251.87456471729678,-88.125435282703222
14897,2012-09-17 21:00,21,233,240.66635922303277,7.6663592230327708
14898,2012-09-17 22:00,22,129,247.79263666180802,118.79263666180802
14899,2012-09-17 23:00,23,70,227.7770092536129,157.7770092536129
14900,2012-09-18 00:00,0,13,68.382461561895383,55.382461561895383
14901,2012-09-18 01:00,1,5,74.919841875911203,69.919841875911203
14902,2012-09-18 02:00,2,4,81.850039601638059,77.850039601638059
14903,2012-09-18 03:00,3,6,95.714863408259589,89.714863408259589
14904,2012-09-18 04:00,4,7,103.13591840222166,96.135918402221662
14905,2012-09-18 05:00,5,48,125.57908655060336,77.579086550603364
14906,2012-09-18 06:00,6,167,132.50928427633022,-34.49071572366978
14907,2012-09-18 07:00,7,356,140.22511682547912,-215.77488317452088
14908,2012-09-18 08:00,8,672,165.42409750122931,-506.57590249877069
14909,2012-09-18 09:00,9,293,172.55103292561881,-120.44896707438119
14910,2012-09-18 10:00,10,160,193.71030236572349,33.710302365723493
14911,2012-09-18 11:00,11,151,200.64050009145035,49.640500091450349
14912,2012-09-18 12:00,12,88,198.80302239337408,110.80302239337408
14913,2012-09-18 13:00,13,114,229.81712826689625,115.81712826689625
14914,2012-09-18 14:00,14,143,166.78041965586701,23.780419655867007
14915,2012-09-18 15:00,15,36,183.57220244601683,147.57220244601683
14916,2012-09-18 16:00,16,141,190.7971777269305,49.797177726930499
14917,2012-09-18 17:00,17,338,197.03978048575948,-140.96021951424052
14918,2012-09-18 18:00,18,281,203.77389849843794,-77.226101501562056
14919,2012-09-18 19:00,19,324,211.58777090411104,-112.41222909588896
14920,2012-09-18 20:00,20,290,217.83037366294002,-72.169626337059981
14921,2012-09-18 21:00,21,207,224.76057138866688,17.760571388666875
14922,2012-09-18 22:00,22,151,236.47768465456176,85.477684654561756
14923,2012-09-18 23:00,23,78,235.4915417629235,157.4915417629235
14924,2012-09-19 00:00,0,26,104.58174897846379,78.581748978463793
14925,2012-09-19 01:00,1,12,104.97013803500698,92.970138035006983
14926,2012-09-19 02:00,2,3,119.88303434672915,116.88303434672915
14927,2012-09-19 03:00,3,5,121.84944168112196,116.84944168112196
14928,2012-09-19 04:00,4,10,120.10325520856442,110.10325520856442
14929,2012-09-19 05:00,5,56,126.54259566605603,70.54259566605603
14930,2012-09-19 06:00,6,172,142.6400348583025,-29.359965141697501
14931,2012-09-19 07:00,7,545,149.37415287098096,-395.62584712901901
14932,2012-09-19 08:00,8,797,163.79553392885362,-633.20446607114638
14933,2012-09-19 09:00,9,362,175.39408650511342,-186.60591349488658
14934,2012-09-19 10:00,10,192,203.25890445394182,11.258904453941824
14935,2012-09-19 11:00,11,247,240.12722402974975,-6.8727759702502453
14936,2012-09-19 12:00,12,313,247.05742175547658,-65.942578244523418
14937,2012-09-19 13:00,13,289,259.60600698031283,-29.393993019687173
14938,2012-09-19 14:00,14,286,276.62686734263355,-9.3731326573664546
14939,2012-09-19 15:00,15,311,287.50614306410142,-23.493856935898577
14940,2012-09-19 16:00,16,466,294.43634078982825,-171.56365921017175
14941,2012-09-19 17:00,17,886,290.87630983624473,-595.12369016375533
14942,2012-09-19 18:00,18,892,288.10866233708873,-603.89133766291127
14943,2012-09-19 19:00,19,611,282.68258418147423,-328.31741581852577
14944,2012-09-19 20:00,20,409,267.16584338926577,-141.83415661073423
14945,2012-09-19 21:00,21,349,247.15021598107063,-101.84978401892937
14946,2012-09-19 22:00,22,229,246.09837310641643,17.098373106416432
14947,2012-09-19 23:00,23,123,239.19231652947644,116.19231652947644
14948,2012-09-20 00:00,0,58,93.044468030052087,35.044468030052087
14949,2012-09-20 01:00,1,18,71.116956284306752,53.116956284306752
14950,2012-09-20 02:00,2,11,77.949114153509413,66.949114153509413
14951,2012-09-20 03:00,3,6,68.580706633159323,62.580706633159323
14952,2012-09-20 04:00,4,6,76.198499325784042,70.198499325784042
14953,2012-09-20 05:00,5,56,83.128697051510898,27.128697051510898
14954,2012-09-20 06:00,6,170,89.371299810339863,-80.628700189660137
14955,2012-09-20 07:00,7,534,93.970184308303345,-440.02981569169663
14956,2012-09-20 08:00,8,790,139.71162578105827,-650.28837421894173
14957,2012-09-20 09:00,9,355,180.65940308263976,-174.34059691736024
14958,2012-09-20 10:00,10,190,207.04424261014273,17.044242610142732
14959,2012-09-20 11:00,11,243,244.80298549690241,1.8029854969024086
14960,2012-09-20 12:00,12,290,252.61685790257553,-37.383142097424468
14961,2012-09-20 13:00,13,336,264.01933076578695,-71.980669234213053
14962,2012-09-20 14:00,14,298,265.72395840411548,-32.276041595884521
14963,2012-09-20 15:00,15,291,278.99922710036333,-12.000772899636672
14964,2012-09-20 16:00,16,457,279.3882741425208,-177.6117258574792
14965,2012-09-20 17:00,17,976,281.09290178084927,-694.90709821915073
14966,2012-09-20 18:00,18,900,264.29226228036379,-635.70773771963627
14967,2012-09-20 19:00,19,603,257.19012599037546,-345.80987400962454
14968,2012-09-20 20:00,20,417,249.69451430306185,-167.30548569693815
14969,2012-09-20 21:00,21,274,257.01752944049974,-16.982470559500257
14970,2012-09-20 22:00,22,287,240.15859657361813,-46.841403426381873
14971,2012-09-20 23:00,23,154,256.45277346452724,102.45277346452724
14972,2012-09-21 00:00,0,66,96.370630805911816,30.370630805911816
14973,2012-09-21 01:00,1,49,89.464574228971856,40.464574228971856
14974,2012-09-21 02:00,2,14,96.394771954698726,82.394771954698726
14975,2012-09-21 03:00,3,12,88.205474655095983,76.205474655095983
14976,2012-09-21 04:00,4,10,94.546117270449145,84.546117270449145
14977,2012-09-21 05:00,5,49,92.112335830993743,43.112335830993743
14978,2012-09-21 06:00,6,165,108.99606783227654,-56.003932167723462
14979,2012-09-21 07:00,7,503,121.68178141815069,-381.31821858184929
14980,2012-09-21 08:00,8,757,143.33190812649062,-613.66809187350941
14981,2012-09-21 09:00,9,383,172.31622695844169,-210.68377304155831
14982,2012-09-21 10:00,10,225,205.6356925668394,-19.364307433160604
14983,2012-09-21 11:00,11,321,232.74721556575406,-88.252784434245939
