course_row_id,source_row_number,city,aoi_type,accept_time,delivery_time,ds,delivery_duration_minutes
lade-jilin-09565,9565,Jilin,1,06-18 10:11:00,06-18 11:13:00,0618,62
lade-jilin-09566,9566,Jilin,1,06-15 10:22:00,06-15 12:06:00,0615,104
lade-jilin-09567,9567,Jilin,1,08-01 09:40:00,08-01 11:16:00,0801,96
lade-jilin-09568,9568,Jilin,1,06-09 09:16:00,06-09 10:57:00,0609,101
lade-jilin-09569,9569,Jilin,1,05-30 13:42:00,05-30 17:26:00,0530,224
lade-jilin-09570,9570,Jilin,1,10-01 09:07:00,10-01 10:08:00,1001,61
lade-jilin-09571,9571,Jilin,1,05-28 13:48:00,05-28 17:37:00,0528,229
lade-jilin-09572,9572,Jilin,1,09-29 09:31:00,09-29 10:57:00,0929,86
lade-jilin-09573,9573,Jilin,1,08-02 10:12:00,08-02 11:31:00,0802,79
lade-jilin-09574,9574,Jilin,1,09-14 09:49:00,09-14 11:22:00,0914,93
lade-jilin-09575,9575,Jilin,1,09-29 09:31:00,09-29 13:46:00,0929,255
lade-jilin-09576,9576,Jilin,1,09-03 10:26:00,09-03 12:19:00,0903,113
lade-jilin-09577,9577,Jilin,1,08-03 09:42:00,08-03 11:59:00,0803,137
lade-jilin-09578,9578,Jilin,1,08-23 10:27:00,08-23 12:00:00,0823,93
lade-jilin-09579,9579,Jilin,1,09-29 09:31:00,09-29 10:45:00,0929,74
lade-jilin-09580,9580,Jilin,1,08-10 14:27:00,08-10 15:08:00,0810,41
lade-jilin-09581,9581,Jilin,1,08-05 09:58:00,08-05 11:04:00,0805,66
lade-jilin-09582,9582,Jilin,1,08-30 09:31:00,08-30 10:51:00,0830,80
lade-jilin-09583,9583,Jilin,1,07-21 08:51:00,07-21 11:40:00,0721,169
lade-jilin-09584,9584,Jilin,1,08-27 09:16:00,08-27 11:40:00,0827,144
lade-jilin-09585,9585,Jilin,1,07-10 09:29:00,07-10 10:18:00,0710,49
lade-jilin-09586,9586,Jilin,1,08-15 09:48:00,08-15 10:48:00,0815,60
lade-jilin-09587,9587,Jilin,1,06-17 13:50:00,06-17 14:31:00,0617,41
lade-jilin-09588,9588,Jilin,1,06-09 09:17:00,06-09 11:09:00,0609,112
lade-jilin-09589,9589,Jilin,1,08-31 08:54:00,08-31 10:47:00,0831,113
lade-jilin-09590,9590,Jilin,1,09-01 09:14:00,09-01 10:49:00,0901,95
lade-jilin-09591,9591,Jilin,1,07-01 10:29:00,07-01 10:30:00,0701,1
lade-jilin-09592,9592,Jilin,1,07-05 09:45:00,07-05 10:36:00,0705,51
lade-jilin-09593,9593,Jilin,1,05-16 09:40:00,05-16 10:26:00,0516,46
lade-jilin-09594,9594,Jilin,1,05-30 13:39:00,05-30 16:56:00,0530,197
lade-jilin-09595,9595,Jilin,1,05-30 13:44:00,05-30 18:02:00,0530,258
lade-jilin-09596,9596,Jilin,1,08-21 10:06:00,08-21 11:54:00,0821,108
lade-jilin-09597,9597,Jilin,1,06-30 10:06:00,06-30 13:38:00,0630,212
lade-jilin-09598,9598,Jilin,1,07-13 10:01:00,07-13 14:49:00,0713,288
lade-jilin-09599,9599,Jilin,1,07-14 09:51:00,07-14 12:54:00,0714,183
lade-jilin-09600,9600,Jilin,1,07-15 12:47:00,07-15 12:50:00,0715,3
lade-jilin-09601,9601,Jilin,1,07-29 10:22:00,07-29 11:41:00,0729,79
lade-jilin-09602,9602,Jilin,1,07-30 08:42:00,07-30 10:18:00,0730,96
lade-jilin-09603,9603,Jilin,1,08-09 09:19:00,08-09 11:05:00,0809,106
lade-jilin-09604,9604,Jilin,1,09-21 09:30:00,09-21 11:28:00,0921,118
lade-jilin-09605,9605,Jilin,1,07-09 09:20:00,07-09 10:23:00,0709,63
lade-jilin-09606,9606,Jilin,1,07-27 09:59:00,07-27 11:25:00,0727,86
lade-jilin-09607,9607,Jilin,1,07-22 08:33:00,07-22 10:40:00,0722,127
lade-jilin-09608,9608,Jilin,1,07-20 09:58:00,07-20 11:13:00,0720,75
lade-jilin-09609,9609,Jilin,1,08-25 09:44:00,08-25 11:11:00,0825,87
lade-jilin-09610,9610,Jilin,1,09-14 09:50:00,09-14 11:15:00,0914,85
lade-jilin-09611,9611,Jilin,1,09-20 08:49:00,09-20 10:08:00,0920,79
lade-jilin-09612,9612,Jilin,1,09-24 08:50:00,09-24 10:39:00,0924,109
lade-jilin-09613,9613,Jilin,1,09-07 10:37:00,09-07 11:20:00,0907,43
lade-jilin-09614,9614,Jilin,1,09-23 09:00:00,09-23 10:40:00,0923,100
lade-jilin-09615,9615,Jilin,1,09-13 10:03:00,09-13 11:32:00,0913,89
lade-jilin-09616,9616,Jilin,1,09-25 09:01:00,09-25 10:16:00,0925,75
lade-jilin-09617,9617,Jilin,1,06-12 09:15:00,06-12 12:26:00,0612,191
lade-jilin-09618,9618,Jilin,1,07-26 09:59:00,07-26 10:59:00,0726,60
lade-jilin-09619,9619,Jilin,1,07-07 09:23:00,07-07 11:03:00,0707,100
lade-jilin-09620,9620,Jilin,1,07-03 08:52:00,07-03 09:49:00,0703,57
lade-jilin-09621,9621,Jilin,1,06-29 09:37:00,06-29 11:33:00,0629,116
lade-jilin-09622,9622,Jilin,1,05-30 13:42:00,05-30 17:09:00,0530,207
lade-jilin-09623,9623,Jilin,1,06-11 12:06:00,06-11 14:42:00,0611,156
lade-jilin-09624,9624,Jilin,1,09-22 09:15:00,09-22 10:21:00,0922,66
lade-jilin-09625,9625,Jilin,1,08-24 10:04:00,08-24 12:21:00,0824,137
lade-jilin-09626,9626,Jilin,1,06-03 07:48:00,06-03 09:28:00,0603,100
lade-jilin-09627,9627,Jilin,1,06-03 07:52:00,06-03 08:43:00,0603,51
lade-jilin-09628,9628,Jilin,1,06-08 07:48:00,06-08 09:04:00,0608,76
lade-jilin-09629,9629,Jilin,1,06-08 12:54:00,06-08 13:30:00,0608,36
lade-jilin-09630,9630,Jilin,1,06-08 07:50:00,06-08 08:33:00,0608,43
lade-jilin-09631,9631,Jilin,1,06-07 08:59:00,06-07 10:15:00,0607,76
lade-jilin-09632,9632,Jilin,1,06-07 09:03:00,06-07 11:21:00,0607,138
lade-jilin-09633,9633,Jilin,1,06-08 07:46:00,06-08 08:54:00,0608,68
lade-jilin-09634,9634,Jilin,1,06-01 09:14:00,06-01 10:05:00,0601,51
lade-jilin-09635,9635,Jilin,1,05-31 10:14:00,05-31 11:31:00,0531,77
lade-jilin-09636,9636,Jilin,1,06-08 07:49:00,06-08 08:19:00,0608,30
lade-jilin-09637,9637,Jilin,1,06-08 07:50:00,06-08 09:58:00,0608,128
lade-jilin-09638,9638,Jilin,1,06-08 12:54:00,06-08 13:25:00,0608,31
lade-jilin-09639,9639,Jilin,1,06-08 12:56:00,06-08 13:57:00,0608,61
lade-jilin-09640,9640,Jilin,14,06-10 08:39:00,06-10 10:10:00,0610,91
lade-jilin-09641,9641,Jilin,14,09-01 09:04:00,09-01 11:30:00,0901,146
lade-jilin-09642,9642,Jilin,14,09-15 09:45:00,09-15 11:38:00,0915,113
lade-jilin-09643,9643,Jilin,1,08-22 08:55:00,08-22 14:12:00,0822,317
lade-jilin-09644,9644,Jilin,1,05-16 08:17:00,05-16 13:06:00,0516,289
lade-jilin-09645,9645,Jilin,1,08-27 08:24:00,08-27 14:34:00,0827,370
lade-jilin-09646,9646,Jilin,1,07-10 08:14:00,07-10 10:53:00,0710,159
lade-jilin-09647,9647,Jilin,1,07-21 08:27:00,07-21 14:27:00,0721,360
lade-jilin-09648,9648,Jilin,1,08-17 08:25:00,08-17 13:25:00,0817,300
lade-jilin-09649,9649,Jilin,1,07-14 09:52:00,07-14 12:41:00,0714,169
lade-jilin-09650,9650,Jilin,1,07-12 08:14:00,07-12 10:14:00,0712,120
lade-jilin-09651,9651,Jilin,1,08-21 09:18:00,08-21 13:36:00,0821,258
lade-jilin-09652,9652,Jilin,1,08-06 08:16:00,08-06 14:17:00,0806,361
lade-jilin-09653,9653,Jilin,1,05-17 08:22:00,05-17 12:07:00,0517,225
lade-jilin-09654,9654,Jilin,1,07-29 08:29:00,07-29 13:56:00,0729,327
lade-jilin-09655,9655,Jilin,1,07-24 08:09:00,07-24 12:51:00,0724,282
lade-jilin-09656,9656,Jilin,1,08-26 09:05:00,08-26 15:10:00,0826,365
lade-jilin-09657,9657,Jilin,1,07-30 08:18:00,07-30 13:17:00,0730,299
lade-jilin-09658,9658,Jilin,1,08-24 08:38:00,08-24 13:35:00,0824,297
lade-jilin-09659,9659,Jilin,1,08-19 09:11:00,08-19 15:16:00,0819,365
lade-jilin-09660,9660,Jilin,1,07-24 08:09:00,07-24 13:10:00,0724,301
lade-jilin-09661,9661,Jilin,1,07-21 08:27:00,07-21 13:47:00,0721,320
lade-jilin-09662,9662,Jilin,1,08-18 08:30:00,08-18 14:38:00,0818,368
lade-jilin-09663,9663,Jilin,1,07-07 09:08:00,07-07 14:30:00,0707,322
lade-jilin-09664,9664,Jilin,1,07-06 08:41:00,07-06 13:29:00,0706,288
lade-jilin-09665,9665,Jilin,1,07-11 07:58:00,07-11 10:20:00,0711,142
lade-jilin-09666,9666,Jilin,1,08-24 08:38:00,08-24 14:31:00,0824,353
lade-jilin-09667,9667,Jilin,1,07-28 08:03:00,07-28 11:48:00,0728,225
lade-jilin-09668,9668,Jilin,1,07-25 08:17:00,07-25 12:56:00,0725,279
lade-jilin-09669,9669,Jilin,1,07-26 08:43:00,07-26 12:46:00,0726,243
lade-jilin-09670,9670,Jilin,1,07-06 08:42:00,07-06 13:56:00,0706,314
lade-jilin-09671,9671,Jilin,1,07-27 08:42:00,07-27 13:50:00,0727,308
lade-jilin-09672,9672,Jilin,1,07-12 08:14:00,07-12 10:33:00,0712,139
lade-jilin-09673,9673,Jilin,1,07-17 08:31:00,07-17 13:48:00,0717,317
lade-jilin-09674,9674,Jilin,1,05-17 08:22:00,05-17 12:42:00,0517,260
lade-jilin-09675,9675,Jilin,1,08-27 08:23:00,08-27 14:29:00,0827,366
lade-jilin-09676,9676,Jilin,1,05-16 08:17:00,05-16 13:11:00,0516,294
lade-jilin-09677,9677,Jilin,1,07-25 08:17:00,07-25 13:33:00,0725,316
lade-jilin-09678,9678,Jilin,1,08-23 08:48:00,08-23 15:05:00,0823,377
lade-jilin-09679,9679,Jilin,1,08-03 08:45:00,08-03 14:29:00,0803,344
lade-jilin-09680,9680,Jilin,1,08-29 09:14:00,08-29 15:02:00,0829,348
lade-jilin-09681,9681,Jilin,1,08-27 08:23:00,08-27 13:48:00,0827,325
lade-jilin-09682,9682,Jilin,1,07-15 08:55:00,07-15 12:49:00,0715,234
lade-jilin-09683,9683,Jilin,1,08-31 09:03:00,08-31 14:28:00,0831,325
lade-jilin-09684,9684,Jilin,1,08-26 09:05:00,08-26 14:58:00,0826,353
lade-jilin-09685,9685,Jilin,1,07-09 07:44:00,07-09 11:57:00,0709,253
lade-jilin-09686,9686,Jilin,1,07-10 08:13:00,07-10 11:18:00,0710,185
lade-jilin-09687,9687,Jilin,1,07-22 08:16:00,07-22 11:54:00,0722,218
lade-jilin-09688,9688,Jilin,1,07-27 08:43:00,07-27 13:57:00,0727,314
lade-jilin-09689,9689,Jilin,1,08-17 08:25:00,08-17 13:17:00,0817,292
lade-jilin-09690,9690,Jilin,1,08-19 09:11:00,08-19 15:31:00,0819,380
lade-jilin-09691,9691,Jilin,1,08-04 08:39:00,08-04 13:19:00,0804,280
lade-jilin-09692,9692,Jilin,1,07-07 09:06:00,07-07 14:49:00,0707,343
lade-jilin-09693,9693,Jilin,1,07-08 08:30:00,07-08 12:26:00,0708,236
lade-jilin-09694,9694,Jilin,1,07-26 08:43:00,07-26 12:26:00,0726,223
lade-jilin-09695,9695,Jilin,1,07-11 07:58:00,07-11 10:05:00,0711,127
lade-jilin-09696,9696,Jilin,1,07-13 08:12:00,07-13 12:57:00,0713,285
lade-jilin-09697,9697,Jilin,1,08-31 09:03:00,08-31 14:34:00,0831,331
lade-jilin-09698,9698,Jilin,1,08-06 08:16:00,08-06 13:36:00,0806,320
lade-jilin-09699,9699,Jilin,1,08-20 08:37:00,08-20 12:43:00,0820,246
lade-jilin-09700,9700,Jilin,1,08-21 09:18:00,08-21 13:50:00,0821,272
lade-jilin-09701,9701,Jilin,1,07-13 08:13:00,07-13 12:39:00,0713,266
lade-jilin-09702,9702,Jilin,1,08-28 08:40:00,08-28 13:38:00,0828,298
lade-jilin-09703,9703,Jilin,1,08-19 09:10:00,08-19 14:50:00,0819,340
lade-jilin-09704,9704,Jilin,1,07-15 08:55:00,07-15 13:18:00,0715,263
lade-jilin-09705,9705,Jilin,1,08-30 08:35:00,08-30 13:41:00,0830,306
lade-jilin-09706,9706,Jilin,1,07-18 08:34:00,07-18 13:31:00,0718,297
lade-jilin-09707,9707,Jilin,1,08-08 10:07:00,08-08 15:50:00,0808,343
lade-jilin-09708,9708,Jilin,1,08-30 08:35:00,08-30 13:27:00,0830,292
lade-jilin-09709,9709,Jilin,1,08-29 09:14:00,08-29 14:41:00,0829,327
lade-jilin-09710,9710,Jilin,1,07-17 08:30:00,07-17 12:55:00,0717,265
lade-jilin-09711,9711,Jilin,1,08-16 08:45:00,08-16 15:00:00,0816,375
lade-jilin-09712,9712,Jilin,1,08-30 08:35:00,08-30 13:47:00,0830,312
lade-jilin-09713,9713,Jilin,1,08-08 10:07:00,08-08 14:24:00,0808,257
lade-jilin-09714,9714,Jilin,1,08-29 09:14:00,08-29 14:56:00,0829,342
lade-jilin-09715,9715,Jilin,1,07-27 08:42:00,07-27 13:28:00,0727,286
lade-jilin-09716,9716,Jilin,1,07-25 08:17:00,07-25 12:50:00,0725,273
lade-jilin-09717,9717,Jilin,1,07-16 08:28:00,07-16 12:48:00,0716,260
lade-jilin-09718,9718,Jilin,1,08-25 08:50:00,08-25 13:42:00,0825,292
lade-jilin-09719,9719,Jilin,1,08-14 08:23:00,08-14 13:31:00,0814,308
lade-jilin-09720,9720,Jilin,1,07-06 08:42:00,07-06 13:40:00,0706,298
lade-jilin-09721,9721,Jilin,1,09-01 09:13:00,09-01 12:56:00,0901,223
lade-jilin-09722,9722,Jilin,1,08-25 08:50:00,08-25 14:31:00,0825,341
lade-jilin-09723,9723,Jilin,1,08-27 08:24:00,08-27 14:20:00,0827,356
lade-jilin-09724,9724,Jilin,1,08-27 08:24:00,08-27 14:12:00,0827,348
lade-jilin-09725,9725,Jilin,1,08-14 08:23:00,08-14 13:45:00,0814,322
lade-jilin-09726,9726,Jilin,1,08-07 09:10:00,08-07 15:03:00,0807,353
lade-jilin-09727,9727,Jilin,1,05-16 08:17:00,05-16 12:39:00,0516,262
lade-jilin-09728,9728,Jilin,1,08-27 08:24:00,08-27 14:43:00,0827,379
lade-jilin-09729,9729,Jilin,1,08-24 08:38:00,08-24 14:38:00,0824,360
lade-jilin-09730,9730,Jilin,1,07-22 08:16:00,07-22 11:15:00,0722,179
lade-jilin-09731,9731,Jilin,1,05-17 08:21:00,05-17 11:59:00,0517,218
lade-jilin-09732,9732,Jilin,1,07-30 08:19:00,07-30 13:46:00,0730,327
lade-jilin-09733,9733,Jilin,1,08-22 08:55:00,08-22 14:03:00,0822,308
lade-jilin-09734,9734,Jilin,1,08-24 08:38:00,08-24 14:21:00,0824,343
lade-jilin-09735,9735,Jilin,1,07-19 08:16:00,07-19 13:12:00,0719,296
lade-jilin-09736,9736,Jilin,1,07-27 08:43:00,07-27 13:44:00,0727,301
lade-jilin-09737,9737,Jilin,1,08-21 09:17:00,08-21 13:43:00,0821,266
lade-jilin-09738,9738,Jilin,1,05-17 08:21:00,05-17 12:35:00,0517,254
lade-jilin-09739,9739,Jilin,1,08-29 09:14:00,08-29 14:50:00,0829,336
lade-jilin-09740,9740,Jilin,1,08-15 08:50:00,08-15 14:23:00,0815,333
lade-jilin-09741,9741,Jilin,1,08-18 08:30:00,08-18 14:44:00,0818,374
lade-jilin-09742,9742,Jilin,1,07-21 08:28:00,07-21 13:40:00,0721,312
lade-jilin-09743,9743,Jilin,1,08-09 09:01:00,08-09 15:10:00,0809,369
lade-jilin-09744,9744,Jilin,1,08-07 09:10:00,08-07 15:08:00,0807,358
lade-jilin-09745,9745,Jilin,1,08-01 08:08:00,08-01 11:42:00,0801,214
lade-jilin-09746,9746,Jilin,1,08-23 08:47:00,08-23 14:52:00,0823,365
lade-jilin-09747,9747,Jilin,1,09-01 09:13:00,09-01 13:36:00,0901,263
lade-jilin-09748,9748,Jilin,1,07-17 08:31:00,07-17 13:29:00,0717,298
lade-jilin-09749,9749,Jilin,1,07-31 08:39:00,07-31 13:24:00,0731,285
lade-jilin-09750,9750,Jilin,1,07-19 08:16:00,07-19 12:53:00,0719,277
lade-jilin-09751,9751,Jilin,1,07-18 08:34:00,07-18 13:21:00,0718,287
lade-jilin-09752,9752,Jilin,1,08-20 08:37:00,08-20 12:58:00,0820,261
lade-jilin-09753,9753,Jilin,1,08-18 08:30:00,08-18 14:33:00,0818,363
lade-jilin-09754,9754,Jilin,1,08-20 08:37:00,08-20 12:00:00,0820,203
lade-jilin-09755,9755,Jilin,1,08-03 08:44:00,08-03 15:52:00,0803,428
lade-jilin-09756,9756,Jilin,1,08-08 10:08:00,08-08 15:42:00,0808,334
lade-jilin-09757,9757,Jilin,1,08-15 08:50:00,08-15 14:29:00,0815,339
lade-jilin-09758,9758,Jilin,1,08-02 08:24:00,08-02 12:07:00,0802,223
lade-jilin-09759,9759,Jilin,1,08-23 08:47:00,08-23 14:07:00,0823,320
lade-jilin-09760,9760,Jilin,1,09-01 09:13:00,09-01 13:43:00,0901,270
lade-jilin-09761,9761,Jilin,1,07-29 08:29:00,07-29 13:48:00,0729,319
lade-jilin-09762,9762,Jilin,1,07-14 09:51:00,07-14 13:21:00,0714,210
lade-jilin-09763,9763,Jilin,1,07-22 08:15:00,07-22 11:23:00,0722,188
lade-jilin-09764,9764,Jilin,1,08-28 08:39:00,08-28 14:29:00,0828,350
lade-jilin-09765,9765,Jilin,1,08-26 09:06:00,08-26 15:03:00,0826,357
lade-jilin-09766,9766,Jilin,1,08-09 09:01:00,08-09 15:18:00,0809,377
lade-jilin-09767,9767,Jilin,1,09-01 09:13:00,09-01 13:51:00,0901,278
lade-jilin-09768,9768,Jilin,1,08-06 08:16:00,08-06 14:24:00,0806,368
lade-jilin-09769,9769,Jilin,1,08-17 08:25:00,08-17 13:32:00,0817,307
lade-jilin-09770,9770,Jilin,1,07-09 07:43:00,07-09 11:40:00,0709,237
lade-jilin-09771,9771,Jilin,1,08-22 08:55:00,08-22 13:51:00,0822,296
lade-jilin-09772,9772,Jilin,1,08-30 08:35:00,08-30 13:32:00,0830,297
lade-jilin-09773,9773,Jilin,1,08-14 08:22:00,08-14 13:38:00,0814,316
lade-jilin-09774,9774,Jilin,1,08-04 08:39:00,08-04 13:12:00,0804,273
lade-jilin-09775,9775,Jilin,1,08-05 08:19:00,08-05 13:34:00,0805,315
lade-jilin-09776,9776,Jilin,1,07-31 08:39:00,07-31 13:32:00,0731,293
lade-jilin-09777,9777,Jilin,1,07-29 08:29:00,07-29 13:42:00,0729,313
lade-jilin-09778,9778,Jilin,1,08-31 09:03:00,08-31 13:24:00,0831,261
lade-jilin-09779,9779,Jilin,1,08-05 08:19:00,08-05 13:19:00,0805,300
lade-jilin-09780,9780,Jilin,1,09-01 09:13:00,09-01 14:03:00,0901,290
lade-jilin-09781,9781,Jilin,1,08-31 09:03:00,08-31 14:18:00,0831,315
lade-jilin-09782,9782,Jilin,1,05-16 08:17:00,05-16 12:26:00,0516,249
lade-jilin-09783,9783,Jilin,1,08-14 08:23:00,08-14 13:55:00,0814,332
lade-jilin-09784,9784,Jilin,1,05-29 08:43:00,05-29 12:08:00,0529,205
lade-jilin-09785,9785,Jilin,1,05-29 08:44:00,05-29 11:40:00,0529,176
lade-jilin-09786,9786,Jilin,1,05-29 08:44:00,05-29 11:11:00,0529,147
lade-jilin-09787,9787,Jilin,1,05-29 08:44:00,05-29 11:18:00,0529,154
lade-jilin-09788,9788,Jilin,1,05-29 08:44:00,05-29 11:57:00,0529,193
lade-jilin-09789,9789,Jilin,1,05-29 08:43:00,05-29 12:13:00,0529,210
lade-jilin-09790,9790,Jilin,1,05-29 08:44:00,05-29 11:30:00,0529,166
lade-jilin-09791,9791,Jilin,1,06-04 14:29:00,06-04 15:12:00,0604,43
lade-jilin-09792,9792,Jilin,1,08-16 08:54:00,08-16 13:53:00,0816,299
lade-jilin-09793,9793,Jilin,1,09-17 08:43:00,09-17 19:01:00,0917,618
lade-jilin-09794,9794,Jilin,1,07-09 07:52:00,07-09 10:48:00,0709,176
lade-jilin-09795,9795,Jilin,1,06-16 09:20:00,06-16 11:53:00,0616,153
lade-jilin-09796,9796,Jilin,1,09-18 08:49:00,09-18 11:17:00,0918,148
lade-jilin-09797,9797,Jilin,1,07-05 08:42:00,07-05 12:21:00,0705,219
lade-jilin-09798,9798,Jilin,1,09-30 08:36:00,09-30 11:27:00,0930,171
lade-jilin-09799,9799,Jilin,1,08-29 09:07:00,08-29 11:50:00,0829,163
lade-jilin-09800,9800,Jilin,1,09-24 08:59:00,09-24 11:37:00,0924,158
lade-jilin-09801,9801,Jilin,1,08-24 08:43:00,08-24 12:10:00,0824,207
lade-jilin-09802,9802,Jilin,1,09-25 08:37:00,09-25 10:46:00,0925,129
lade-jilin-09803,9803,Jilin,1,06-17 15:45:00,06-17 17:36:00,0617,111
lade-jilin-09804,9804,Jilin,1,08-03 09:41:00,08-03 13:05:00,0803,204
lade-jilin-09805,9805,Jilin,1,08-08 10:01:00,08-08 13:59:00,0808,238
lade-jilin-09806,9806,Jilin,1,08-28 08:35:00,08-28 11:45:00,0828,190
lade-jilin-09807,9807,Jilin,1,08-25 08:52:00,08-25 11:46:00,0825,174
lade-jilin-09808,9808,Jilin,1,08-10 08:35:00,08-10 13:09:00,0810,274
lade-jilin-09809,9809,Jilin,1,07-19 08:25:00,07-19 11:53:00,0719,208
lade-jilin-09810,9810,Jilin,1,07-05 08:42:00,07-05 12:33:00,0705,231
lade-jilin-09811,9811,Jilin,1,06-27 09:16:00,06-27 13:12:00,0627,236
lade-jilin-09812,9812,Jilin,1,07-12 08:19:00,07-12 10:32:00,0712,133
lade-jilin-09813,9813,Jilin,1,09-08 09:30:00,09-08 12:48:00,0908,198
lade-jilin-09814,9814,Jilin,1,09-26 08:56:00,09-26 11:21:00,0926,145
lade-jilin-09815,9815,Jilin,1,09-24 08:59:00,09-24 11:51:00,0924,172
lade-jilin-09816,9816,Jilin,1,09-11 08:42:00,09-11 11:57:00,0911,195
lade-jilin-09817,9817,Jilin,1,09-05 09:16:00,09-05 13:34:00,0905,258
lade-jilin-09818,9818,Jilin,1,08-05 08:22:00,08-05 10:12:00,0805,110
lade-jilin-09819,9819,Jilin,1,09-14 09:37:00,09-14 12:32:00,0914,175
lade-jilin-09820,9820,Jilin,1,09-27 08:46:00,09-27 10:51:00,0927,125
lade-jilin-09821,9821,Jilin,1,06-17 15:46:00,06-17 19:56:00,0617,250
lade-jilin-09822,9822,Jilin,4,08-28 09:16:00,08-28 09:36:00,0828,20
lade-jilin-09823,9823,Jilin,4,07-05 08:37:00,07-05 09:05:00,0705,28
lade-jilin-09824,9824,Jilin,4,07-14 16:03:00,07-14 16:12:00,0714,9
lade-jilin-09825,9825,Jilin,4,05-29 09:02:00,05-29 09:21:00,0529,19
lade-jilin-09826,9826,Jilin,4,07-30 13:25:00,07-30 13:39:00,0730,14
lade-jilin-09827,9827,Jilin,4,06-16 13:20:00,06-16 13:30:00,0616,10
lade-jilin-09828,9828,Jilin,4,09-01 13:28:00,09-01 15:08:00,0901,100
lade-jilin-09829,9829,Jilin,4,09-12 15:06:00,09-12 15:21:00,0912,15
lade-jilin-09830,9830,Jilin,4,08-10 08:32:00,08-10 09:36:00,0810,64
lade-jilin-09831,9831,Jilin,4,07-17 08:44:00,07-17 09:18:00,0717,34
lade-jilin-09832,9832,Jilin,4,07-01 09:09:00,07-01 09:33:00,0701,24
lade-jilin-09833,9833,Jilin,4,08-10 16:05:00,08-10 16:41:00,0810,36
lade-jilin-09834,9834,Jilin,4,09-06 09:08:00,09-06 09:43:00,0906,35
lade-jilin-09835,9835,Jilin,4,09-27 08:46:00,09-27 09:25:00,0927,39
lade-jilin-09836,9836,Jilin,4,07-22 08:34:00,07-22 09:04:00,0722,30
lade-jilin-09837,9837,Jilin,4,06-29 08:31:00,06-29 10:08:00,0629,97
lade-jilin-09838,9838,Jilin,4,09-26 08:57:00,09-26 09:36:00,0926,39
lade-jilin-09839,9839,Jilin,4,09-03 08:02:00,09-03 08:56:00,0903,54
lade-jilin-09840,9840,Jilin,4,08-08 10:00:00,08-08 10:55:00,0808,55
lade-jilin-09841,9841,Jilin,4,07-28 08:21:00,07-28 08:55:00,0728,34
lade-jilin-09842,9842,Jilin,4,07-10 08:20:00,07-10 09:11:00,0710,51
lade-jilin-09843,9843,Jilin,4,08-24 08:42:00,08-24 09:43:00,0824,61
lade-jilin-09844,9844,Jilin,4,09-30 08:35:00,09-30 09:19:00,0930,44
lade-jilin-09845,9845,Jilin,4,08-28 08:34:00,08-28 09:49:00,0828,75
lade-jilin-09846,9846,Jilin,1,05-16 08:50:00,05-16 09:23:00,0516,33
lade-jilin-09847,9847,Jilin,1,09-10 08:01:00,09-10 08:38:00,0910,37
lade-jilin-09848,9848,Jilin,1,09-12 10:07:00,09-12 10:49:00,0912,42
lade-jilin-09849,9849,Jilin,1,09-17 08:10:00,09-17 18:44:00,0917,634
lade-jilin-09850,9850,Jilin,1,07-09 07:47:00,07-09 08:24:00,0709,37
lade-jilin-09851,9851,Jilin,1,09-30 08:37:00,09-30 09:21:00,0930,44
lade-jilin-09852,9852,Jilin,1,06-24 14:19:00,06-24 15:12:00,0624,53
lade-jilin-09853,9853,Jilin,1,07-06 09:57:00,07-06 10:16:00,0706,19
lade-jilin-09854,9854,Jilin,1,07-30 16:15:00,07-30 16:40:00,0730,25
lade-jilin-09855,9855,Jilin,1,07-29 08:54:00,07-29 09:25:00,0729,31
lade-jilin-09856,9856,Jilin,1,09-05 09:30:00,09-05 10:19:00,0905,49
lade-jilin-09857,9857,Jilin,1,05-29 15:47:00,05-29 16:14:00,0529,27
lade-jilin-09858,9858,Jilin,1,09-23 09:12:00,09-23 09:37:00,0923,25
lade-jilin-09859,9859,Jilin,1,09-02 08:51:00,09-02 09:32:00,0902,41
lade-jilin-09860,9860,Jilin,1,09-20 08:37:00,09-20 09:04:00,0920,27
lade-jilin-09861,9861,Jilin,1,09-22 09:09:00,09-22 09:43:00,0922,34
lade-jilin-09862,9862,Jilin,1,05-17 08:55:00,05-17 09:37:00,0517,42
lade-jilin-09863,9863,Jilin,1,08-20 15:38:00,08-20 16:01:00,0820,23
lade-jilin-09864,9864,Jilin,1,06-01 14:48:00,06-01 15:10:00,0601,22
lade-jilin-09865,9865,Jilin,1,10-01 08:26:00,10-01 08:55:00,1001,29
lade-jilin-09866,9866,Jilin,1,09-11 16:34:00,09-11 16:55:00,0911,21
lade-jilin-09867,9867,Jilin,1,09-21 09:30:00,09-21 10:02:00,0921,32
lade-jilin-09868,9868,Jilin,1,08-22 16:11:00,08-22 16:39:00,0822,28
lade-jilin-09869,9869,Jilin,1,06-30 14:28:00,06-30 15:25:00,0630,57
lade-jilin-09870,9870,Jilin,1,09-12 10:07:00,09-12 18:08:00,0912,481
lade-jilin-09871,9871,Jilin,1,09-18 08:45:00,09-18 09:20:00,0918,35
lade-jilin-09872,9872,Jilin,1,07-24 08:12:00,07-24 18:05:00,0724,593
lade-jilin-09873,9873,Jilin,1,09-19 08:50:00,09-19 09:26:00,0919,36
lade-jilin-09874,9874,Jilin,1,06-28 09:23:00,06-28 09:45:00,0628,22
