ames_order,overall_quality,year_built,year_sold,first_floor_sqft,second_floor_sqft,living_area_sqft,basement_sqft,garage_cars,garage_area_sqft,sale_price_usd
511,8,2007,2009,1702,0,1702,1702,3,844,275500
512,8,2006,2009,1432,0,1432,1422,2,492,245000
513,7,2005,2009,1113,858,1971,1113,2,689,253000
514,9,2005,2009,2490,0,2490,2458,3,795,468000
515,7,2009,2009,932,920,1852,900,2,644,252678
516,8,2008,2009,786,804,1590,768,2,676,210000
517,6,2009,2009,1218,0,1218,1218,2,676,208300
518,7,2008,2009,1436,0,1436,1436,2,529,225000
519,8,2009,2009,1314,0,1314,1300,2,552,229456
520,7,2008,2009,1402,0,1402,1402,2,625,229800
521,9,2007,2009,1530,0,1530,1530,3,984,250000
522,9,2009,2009,1766,0,1766,1766,3,478,370878
523,8,2006,2009,1448,0,1448,1372,2,692,238500
524,10,2008,2009,1026,981,2007,1017,3,812,310000
525,8,2006,2009,909,886,1795,900,3,782,270000
526,8,2005,2009,1082,871,1953,1082,3,1043,252000
527,7,2006,2009,1112,438,1550,1092,2,438,241000
528,8,2008,2009,1836,0,1836,1836,2,517,264500
529,7,2006,2009,1662,0,1662,1652,3,711,291000
530,7,2003,2009,912,1182,2094,912,2,615,263000
531,7,2004,2009,1221,0,1221,1221,2,400,185000
532,7,2003,2009,1553,0,1553,1553,2,588,234500
533,7,2003,2009,812,841,1653,812,2,628,209000
534,7,2007,2009,1218,0,1218,1218,2,576,159000
535,7,2006,2009,1141,0,1141,1141,2,484,152000
536,6,2004,2009,1158,0,1158,1158,0,0,143500
537,7,2004,2009,871,941,1812,835,2,478,193000
538,8,2004,2009,1512,0,1512,1512,3,845,203000
539,7,2003,2009,1200,0,1200,1176,2,555,184900
540,7,2004,2009,1114,0,1114,1114,2,576,159000
541,5,2004,2009,1114,0,1114,1114,0,0,142000
542,5,2003,2009,1114,0,1114,1114,2,576,153000
543,7,2008,2009,1450,0,1450,1450,3,788,224243
544,7,1996,2009,913,1209,2122,913,2,559,220000
545,8,2005,2009,1844,0,1844,1844,2,620,257000
546,7,2001,2009,1434,0,1434,1454,2,527,189000
547,6,1992,2009,833,897,1730,816,2,528,171500
548,6,1980,2009,626,591,1217,626,1,288,120000
549,6,1990,2009,1332,0,1332,1332,2,542,145000
550,7,1994,2009,754,786,1540,754,2,495,184000
551,6,1986,2009,698,702,1400,676,2,465,162000
552,6,1981,2009,964,918,1882,0,2,612,160000
553,4,1950,2009,841,0,841,721,1,294,82000
554,6,1928,2009,784,0,784,784,2,360,76000
555,5,1962,2009,980,0,980,980,2,400,110000
556,5,1977,2009,980,0,980,980,2,484,135000
557,5,1961,2009,864,0,864,864,2,732,141000
558,5,1961,2009,864,0,864,864,1,440,122000
559,5,1965,2009,1020,0,1020,1024,1,288,124100
560,5,1963,2009,912,0,912,912,1,300,129000
561,5,1961,2009,1144,0,1144,864,1,264,131400
562,5,1965,2009,864,0,864,864,1,360,62383
563,5,1962,2009,912,0,912,912,1,252,123000
564,8,1980,2009,2014,0,2014,2014,3,864,275000
565,7,1991,2009,975,780,1755,975,2,524,235000
566,7,2004,2009,1376,1629,3005,1376,3,704,280750
567,6,2009,2009,612,612,1224,612,2,528,164500
568,6,2009,2009,612,612,1224,612,2,528,173733
569,6,2008,2009,1726,0,1726,1726,2,561,222000
570,6,2008,2009,1256,0,1256,1145,2,641,195000
571,6,1999,2009,742,729,1471,729,2,440,172500
572,6,2000,2009,756,756,1512,756,2,440,180000
573,7,1999,2009,713,739,1452,691,2,506,156000
574,8,1999,2009,983,756,1739,970,2,480,172500
575,8,1977,2009,1694,0,1694,1694,2,642,318750
576,8,1981,2009,1226,0,1226,1226,2,484,211500
577,7,1981,2009,1740,0,1740,1740,2,540,241600
578,8,1976,2009,1487,1012,2499,392,2,527,180500
579,4,1976,2009,1620,0,1620,1281,2,490,150000
580,6,1968,2009,829,727,1556,727,2,441,154000
581,6,1970,2009,1442,0,1442,1442,2,615,185000
582,6,1968,2009,1489,0,1489,1489,2,462,185750
583,7,1973,2009,1107,983,2090,1107,2,484,200000
584,7,1974,2009,1285,782,2067,752,2,784,206000
585,6,1972,2009,735,660,1395,723,2,497,162000
586,6,1967,2009,1271,1369,2640,932,2,515,256900
587,6,1967,2009,1724,0,1724,1680,2,480,197900
588,5,1969,2009,1336,0,1336,1288,2,502,163000
589,6,1969,2009,1216,0,1216,1216,1,336,113000
590,7,1977,2009,1316,972,2288,908,2,520,230000
591,6,1977,2009,1334,0,1334,1350,2,630,167900
592,7,1998,2009,1680,0,1680,1650,2,583,213250
593,8,2001,2009,810,855,1665,810,2,528,227000
594,5,1967,2009,864,0,864,864,1,312,130000
595,5,1967,2009,1568,0,1568,1568,2,440,143000
596,5,1965,2009,925,0,925,925,1,429,117500
597,7,1974,2009,1165,896,2061,1165,2,498,168500
598,6,1971,2009,1320,0,1320,1232,2,495,172500
599,6,1967,2009,1342,0,1342,1372,2,457,161500
600,4,1960,2009,894,0,894,894,2,396,141500
601,5,1959,2009,864,0,864,864,1,308,118000
602,6,1959,2009,864,0,864,864,1,300,127500
603,4,1957,2009,1362,0,1362,1040,3,768,140000
604,5,1956,2009,1728,0,1728,1048,2,576,177625
605,5,1958,2009,1776,0,1776,1584,3,888,110000
606,6,1964,2009,1516,0,1516,1516,2,472,167000
607,5,1961,2009,1313,0,1313,1313,2,610,153000
608,5,1964,2009,1292,0,1292,1292,2,520,145100
609,5,1966,2009,1154,0,1154,1154,2,480,154000
610,5,1965,2009,825,1315,2140,744,2,549,177500
611,6,1964,2009,1445,0,1445,1127,2,645,158000
612,5,1959,2009,1041,0,1041,1041,1,270,124500
613,6,1961,2009,1576,0,1576,1208,2,368,174500
614,5,1955,2009,960,0,960,960,1,330,122000
615,4,1940,2009,708,0,708,420,0,0,82500
616,5,1950,2009,979,224,1203,709,1,352,110000
617,6,1953,2009,1505,0,1505,1505,2,505,149500
618,6,1967,2009,1691,0,1691,1680,2,550,175000
619,6,1953,2009,1644,0,1644,1416,2,418,167000
620,5,1956,2009,1050,0,1050,1050,1,338,128900
621,6,1950,2009,1112,556,1668,856,1,271,140000
622,5,1950,2009,1113,0,1113,1113,1,264,147000
623,5,1967,2009,1584,0,1584,1584,3,792,124000
624,6,1961,2009,1453,0,1453,1453,2,530,187500
625,6,1963,2009,1394,0,1394,1394,2,514,159000
626,6,1966,2009,1567,0,1567,1562,2,542,256000
627,7,1965,2009,1186,800,1986,768,2,486,205000
628,6,1968,2009,1182,960,2142,896,1,509,193500
629,6,1968,2009,1392,0,1392,1392,2,576,110000
630,4,1920,2009,1281,457,1738,715,1,368,104900
631,5,1956,2009,1144,0,1144,1169,1,286,150000
632,6,1957,2009,1478,0,1478,1478,2,442,156500
633,7,1960,2009,1329,0,1329,1329,2,441,176000
634,6,1959,2009,988,0,988,988,1,297,149500
635,6,1958,2009,1632,0,1632,1240,1,338,139000
636,6,1958,2009,1215,0,1215,1215,1,297,155000
637,5,1956,2009,1202,0,1202,1202,1,304,120000
638,5,1955,2009,1382,0,1382,1382,1,350,153000
639,4,1956,2009,1200,0,1200,1200,1,294,144000
640,6,1962,2009,1382,0,1382,1362,2,884,176000
641,5,1954,2009,1297,0,1297,1297,2,498,153000
642,5,1958,2009,1866,0,1866,1866,2,495,135000
643,6,1954,2009,1062,0,1062,1062,1,297,131000
644,5,1953,2009,1319,0,1319,608,1,270,123000
645,5,1951,2009,1112,0,1112,631,2,480,126000
646,4,1955,2009,1005,0,1005,1005,2,672,115000
647,5,1951,2009,1363,0,1363,1008,1,288,164900
648,5,1945,2009,793,0,793,793,1,240,113000
649,5,1952,2009,1031,0,1031,1031,1,230,145500
650,5,1953,2009,1210,0,1210,0,1,616,102900
651,3,1900,2009,1014,685,1699,978,2,420,95000
652,7,1948,2009,801,726,1527,699,2,410,152500
653,5,1950,2009,1200,0,1200,1200,1,246,129900
654,6,1948,2009,972,0,972,972,1,240,132000
655,3,1958,2009,792,0,792,792,1,366,99900
656,5,1916,2009,808,704,1656,660,1,180,135000
657,5,1939,2009,676,676,1352,676,2,720,149000
658,4,1900,2009,717,322,1039,405,1,281,114000
659,5,1924,2009,792,0,792,768,1,240,109500
660,5,1925,2009,1078,0,1078,1054,1,264,125000
661,4,1915,2009,1313,0,2377,1313,2,528,142900
662,7,1910,2009,930,760,1690,560,2,624,156500
663,2,1940,2009,599,0,599,416,0,0,59000
664,4,1920,2009,840,534,1374,840,1,338,105000
665,5,1920,2009,846,0,846,720,2,576,106000
666,3,1890,2009,725,0,725,630,1,320,78500
667,6,1969,2009,1248,1296,2544,1248,3,907,190000
668,6,1963,2009,1380,0,1380,1380,1,364,154000
669,6,1967,2009,1040,0,1040,1040,2,480,163000
670,5,1969,2009,1338,1296,2634,1248,4,968,200000
671,6,1958,2009,951,0,951,951,2,480,143500
672,6,1957,2009,1105,0,1105,1105,1,308,135000
673,5,1957,2009,1306,0,1306,992,1,756,153000
674,6,1960,2009,1478,0,1478,1478,2,498,157500
675,6,1958,2009,1142,0,1142,160,1,384,113500
676,5,1949,2009,1036,0,1268,832,1,288,133000
677,3,1950,2009,1040,0,1040,0,2,400,92900
678,6,1950,2009,765,368,1133,795,2,900,128500
679,4,1949,2009,1040,0,1040,0,2,420,90000
680,5,1950,2009,1136,768,1904,1208,1,240,138000
681,5,1958,2009,1041,0,1041,1041,1,294,128000
682,5,1958,2009,1339,0,1339,1029,1,294,139000
683,5,1952,2009,732,0,732,732,1,240,118900
684,5,1959,2009,1183,0,1183,528,1,288,138000
685,5,1959,2009,1148,0,1148,1148,1,672,132500
686,4,1949,2009,832,629,1461,832,1,384,133500
687,6,1948,2009,1064,0,1495,864,2,576,135000
688,6,1964,2009,993,813,1806,780,2,483,144750
689,5,1978,2009,941,0,941,941,2,564,145000
690,6,1963,2009,1045,0,1045,1045,1,264,127000
691,5,1962,2009,894,0,894,894,1,308,109500
692,6,1926,2009,818,406,1224,818,1,210,115000
693,5,1910,2009,682,548,1230,440,2,440,110000
694,6,1935,2009,861,517,1378,901,1,162,128900
695,6,1910,2009,972,972,1944,972,2,324,103500
696,5,1941,2009,676,455,1131,676,1,200,66500
697,5,1910,2009,810,496,1306,240,2,472,130000
698,5,1910,2009,764,700,1464,504,0,0,129000
699,5,1939,2009,868,690,1558,690,2,400,150000
700,5,1892,2009,1378,994,2372,994,1,432,107500
701,4,1920,2009,1101,600,1701,600,0,0,94550
702,5,1952,2009,960,1000,1960,960,2,400,124500
703,7,1946,2009,707,682,1389,651,1,240,135000
704,5,1910,2009,801,646,1447,801,0,0,103000
705,4,1953,2009,936,0,936,936,2,576,93000
706,5,1950,2009,768,560,1328,768,1,308,129500
707,5,1954,2009,811,576,1387,811,1,256,93000
708,4,1920,2009,861,0,861,861,2,288,80000
709,2,1940,2009,612,0,612,0,1,308,45000
710,3,1910,2009,600,368,968,600,0,0,37900
711,5,1938,2009,886,0,886,190,1,273,91300
712,5,1923,2009,792,0,792,624,1,287,99500
713,4,1920,2009,736,716,1452,736,0,0,113000
714,4,1910,2009,833,677,1510,677,2,720,87500
715,5,1947,2009,720,564,1284,720,1,240,110000
716,5,1898,2009,1075,1063,2138,849,2,360,106000
717,7,1880,2009,1320,1320,2640,1240,4,864,265979
718,6,1900,2009,1090,917,2007,917,1,357,160000
719,6,1917,2009,664,624,1288,624,1,280,119000
720,8,1882,2009,916,826,1742,916,2,424,168000
721,4,1910,2009,816,0,816,624,0,0,58500
722,7,1920,2009,832,650,1482,650,2,324,143000
723,5,1910,2009,1022,0,1022,1022,1,280,85000
724,5,1890,2009,1188,561,1869,1088,2,456,124900
725,6,1920,2009,1044,0,1480,972,1,207,119000
726,6,1910,2009,780,741,1521,741,3,640,146500
727,4,1920,2009,720,0,720,720,0,0,34900
728,3,1900,2009,797,0,797,245,0,0,44000
729,5,1923,2009,1072,504,1576,1324,2,528,223500
730,6,1923,2009,1432,0,1432,1022,1,216,149000
731,7,1925,2009,952,596,1548,952,2,672,205000
732,5,1930,2009,1001,653,1654,297,1,336,137000
733,6,1916,2009,952,0,952,952,1,192,121000
734,4,1936,2009,757,567,1324,672,1,240,128000
735,6,1937,2009,786,390,1176,698,2,624,134900
736,5,1925,2009,884,464,1348,884,1,216,117000
737,6,1939,2009,825,587,1412,780,1,280,132500
738,5,1924,2009,822,320,1142,468,1,320,93000
739,6,1926,2009,904,0,904,884,1,180,119000
740,5,1924,2009,1301,0,1301,1145,2,440,100000
741,5,1936,2009,1067,472,1539,927,2,576,141500
742,4,1935,2009,989,584,1573,884,1,240,133000
743,2,1936,2009,800,0,800,264,0,0,60000
744,5,1931,2009,875,0,875,715,1,180,105000
745,5,1925,2009,995,0,995,960,1,264,115000
746,5,1938,2009,994,588,1582,952,1,250,150000
747,5,1925,2009,1072,0,1072,1072,5,1184,126500
748,6,1916,2009,1445,689,2134,844,2,441,214500
749,7,1910,2009,1136,883,2019,728,2,532,167500
750,6,1915,2009,1048,720,1768,1048,2,576,155000
751,7,1915,2009,916,910,1826,910,1,164,155000
752,7,1915,2009,1272,672,1944,672,1,216,179900
753,6,1912,2009,929,929,2229,755,0,0,104000
754,5,1922,2009,1088,1040,2128,1040,0,0,62500
755,6,1927,2009,1146,784,1930,720,1,316,149000
756,4,1925,2009,848,0,1208,780,2,539,103000
757,6,1915,2009,741,686,1427,483,1,379,123000
758,7,1902,2009,978,886,1864,1020,0,0,97500
759,6,1927,2009,1204,462,1666,1204,1,384,135000
760,4,1923,2009,892,0,892,858,0,0,70000
761,6,1915,2009,754,649,1403,698,1,308,116000
762,4,1946,2009,704,0,704,560,1,220,88750
763,5,1987,2009,1200,0,1200,1200,0,0,179000
764,5,1987,2009,1200,0,1200,1200,0,0,179000
765,5,1978,2009,1152,0,1152,1152,1,252,159900
766,1,1922,2009,904,0,904,683,0,0,61000
767,6,1925,2009,697,672,1369,672,1,300,103600
768,5,1934,2009,687,425,1112,585,1,226,63000
769,5,1963,2009,1464,0,1464,520,2,480,175000
770,5,1963,2009,1121,0,1121,1121,2,480,139000
771,6,1978,2009,918,765,1683,918,2,440,172500
772,5,1967,2009,1052,0,1052,1052,1,668,113500
773,5,1967,2009,899,0,899,864,1,288,130000
774,6,1978,2009,1034,0,1034,456,2,504,149900
775,5,1982,2009,858,0,858,858,2,576,134900
776,5,1982,2009,860,0,860,840,2,528,137000
777,5,1962,2009,1092,0,1092,1092,1,288,139000
778,5,1961,2009,904,611,1774,552,1,384,165000
779,6,1960,2009,1138,0,1138,1138,2,480,148000
780,5,1956,2009,2071,0,2071,825,1,336,165000
781,2,1947,2009,660,0,660,0,0,0,63900
782,4,1957,2009,1104,684,1788,1104,1,304,161500
783,5,1968,2009,1473,0,1473,1437,1,452,143000
784,4,1956,2009,1229,0,1229,1134,1,284,135000
785,4,1940,2009,861,0,861,861,2,539,82500
786,5,1955,2009,1867,0,1867,1617,1,303,190000
787,3,1955,2009,1733,0,1733,0,2,452,139600
788,4,1954,2009,1383,0,1383,0,2,498,122000
789,6,1956,2009,1689,0,1689,1436,2,480,127500
790,5,1956,2009,1073,0,1073,1073,1,340,121500
791,5,1958,2009,1276,0,1276,1276,1,350,60000
792,6,1946,2009,892,747,1639,747,1,240,154400
793,4,1941,2009,672,0,672,672,1,234,113000
794,5,1954,2009,1089,0,1089,1089,1,252,125000
795,4,1957,2009,845,0,845,0,1,290,84000
796,5,1984,2009,1049,0,1049,1049,1,266,139500
797,5,1949,2009,1148,568,1716,768,1,281,131000
798,6,1939,2009,698,560,1258,560,1,280,105000
799,4,1940,2009,755,755,1510,755,1,296,108000
800,7,1990,2009,1061,0,1061,1054,2,462,162000
801,6,1983,2009,1338,0,1338,520,2,576,156500
802,8,1983,2009,1496,636,2132,1496,2,612,316600
803,7,1990,2009,2196,0,2196,2158,3,701,271900
804,7,1993,2009,1006,769,1775,740,2,425,213000
805,7,1993,2009,1079,800,1879,1079,2,473,239900
806,8,1995,2009,1142,878,2020,1128,2,466,239500
807,5,1880,2009,1288,728,2016,0,2,576,131000
808,5,1979,2009,1535,0,1535,0,2,410,118964
809,5,1979,2009,1224,0,1224,1086,2,528,153337
810,5,1979,2009,1114,1114,2228,0,2,720,147983
811,5,1979,2009,1535,0,1535,0,2,400,118858
812,5,1979,2009,1535,0,1535,0,2,400,118858
813,5,1979,2009,1120,1120,2240,0,2,528,142953
814,5,1979,2009,1229,0,1229,1094,2,672,148325
815,5,1979,2009,1513,0,1513,0,2,400,113722
816,7,2000,2009,1168,1619,2787,1168,4,820,269500
817,7,2000,2009,1168,1619,2787,1168,4,820,269500
818,7,2000,2009,1168,1619,2787,1168,4,820,269500
819,9,2009,2009,1680,0,1680,1555,3,1138,323262
820,8,2007,2009,1718,0,1718,1705,3,826,297000
821,8,2008,2009,1630,0,1630,1622,3,860,295493
822,9,2008,2009,1720,0,1720,1720,3,846,332000
823,8,2008,2009,1468,0,1468,1468,3,904,239900
824,8,2007,2009,866,902,1768,866,2,578,212000
825,8,2007,2009,1838,0,1838,1838,2,524,272500
826,9,2007,2009,1800,0,1800,1800,2,702,239000
827,7,2006,2009,1604,0,1604,1604,2,660,220000
828,7,2007,2009,1290,0,1290,1282,2,662,200000
829,8,2008,2009,1254,0,1254,1254,3,810,221800
830,7,2007,2009,1232,0,1232,1232,2,632,194500
831,8,2005,2009,1498,0,1498,1498,3,844,237000
832,6,2005,2009,704,718,1422,704,2,440,173000
833,7,1989,2009,1644,0,1644,1518,2,569,275000
834,7,1992,2009,944,815,1759,1449,2,525,233500
835,5,1967,2009,1160,966,2126,1013,2,538,185000
836,5,1996,2009,1040,0,1040,1040,2,576,152000
837,5,1994,2009,990,0,990,990,1,440,143000
838,6,1997,2009,928,836,1764,928,2,470,231500
839,7,1996,2009,827,834,1661,799,2,550,212000
840,7,1998,2009,1463,0,1463,1463,2,539,207000
841,5,1994,2009,1097,0,1097,1097,2,672,145000
842,5,1994,2009,990,0,990,990,2,480,138000
843,7,1998,2009,866,913,1779,866,2,546,197900
844,7,1999,2009,1501,0,1501,1490,2,577,204000
845,7,1999,2009,1431,0,1431,1431,2,666,192000
846,6,1998,2009,928,844,1772,928,2,492,200000
847,7,2002,2009,831,829,1660,831,2,493,195000
848,7,2002,2009,1573,0,1573,1573,2,544,227000
849,7,2001,2009,944,896,1840,944,2,622,230000
850,7,2001,2009,1430,0,1430,1413,2,605,187100
851,7,2002,2009,1444,0,1444,1431,2,577,203000
852,7,2001,2009,1492,0,1492,1492,2,608,201000
853,5,1978,2009,1040,0,1040,1040,0,0,124000
854,5,1978,2009,907,0,907,907,1,343,140000
855,5,1979,2009,914,0,914,914,2,444,134900
856,5,1977,2009,1040,0,1040,1040,2,484,150500
857,5,1978,2009,864,0,864,864,1,336,136500
858,5,1977,2009,1268,0,1268,1268,1,252,143500
859,5,1972,2009,864,0,864,864,1,338,133500
860,5,1972,2009,894,0,894,894,2,600,123000
861,5,1972,2009,768,0,768,768,1,396,133900
862,5,1972,2009,768,0,768,768,2,396,133000
863,7,2002,2009,1611,0,1611,1569,3,1231,250000
864,8,2003,2009,1068,1116,2184,1068,2,570,254750
865,8,2001,2009,1788,0,1788,1753,2,522,236500
866,8,2001,2009,1299,573,1872,1299,2,531,261500
867,9,2000,2009,1476,677,2153,1440,3,736,313000
868,7,2002,2009,840,885,1725,840,2,550,198500
869,7,2001,2009,944,926,1870,944,2,608,211000
870,8,1999,2009,1513,0,1513,1462,2,521,220000
871,7,1996,2009,1504,0,1504,1504,2,478,203000
872,8,2002,2009,1828,0,1828,1822,2,523,279500
873,7,1997,2009,1417,0,1417,1417,2,511,210000
874,7,1997,2009,1057,977,2034,1057,2,645,219500
875,7,1996,2009,909,807,1716,880,2,512,191000
876,7,2001,2009,1212,0,1212,1212,2,573,178000
877,7,2000,2009,1630,0,1630,1630,2,451,213000
878,6,2003,2009,848,0,848,848,2,420,144000
879,6,2003,2009,848,0,848,848,2,420,140000
880,8,2007,2009,1602,0,1602,1578,3,810,293200
881,7,2004,2009,864,864,1728,864,2,572,190000
882,7,2004,2009,1500,0,1500,1500,2,570,190000
883,6,2005,2009,738,738,1476,738,2,540,173500
884,6,2007,2009,608,788,1396,608,2,440,170000
885,4,1949,2009,1126,0,1126,0,2,520,108000
886,5,1964,2009,1486,0,1486,1486,2,480,167000
887,4,1938,2009,816,0,816,816,1,288,100000
888,7,2003,2009,495,1427,1922,0,2,672,198500
889,6,1977,2009,698,728,1426,690,2,440,159500
890,4,1960,2009,1149,0,1149,1014,1,544,127000
891,6,1976,2009,1125,0,1125,1041,1,352,125000
892,9,2007,2009,1698,0,1698,1698,3,768,320000
893,6,2005,2009,1072,0,1072,547,2,525,145500
894,5,1947,2009,698,0,698,698,0,0,118000
895,4,1959,2009,876,0,876,876,1,320,85000
896,5,1950,2009,1368,0,1368,1078,1,195,120000
897,4,1945,2009,1088,441,1529,0,1,240,98000
898,5,1922,2009,864,0,864,864,0,0,99900
899,3,1952,2009,944,0,944,0,2,528,82000
900,5,1959,2009,1678,0,1678,1678,0,0,119900
901,5,1956,2009,1560,0,1560,1150,1,313,103500
902,4,1956,2009,960,0,960,672,1,288,112000
903,6,1920,2009,684,512,1196,684,2,528,110000
904,5,1941,2009,854,444,1298,720,1,256,122000
905,5,1941,2009,984,620,1604,984,2,660,117000
906,5,1938,2009,832,436,1268,832,1,250,160000
907,5,1932,2009,848,672,1520,793,1,281,159434
908,2,1920,2009,438,0,438,290,1,246,60000
909,6,1940,2009,944,545,1489,778,1,240,139500
910,7,1920,2009,1687,998,3082,824,2,672,197000
911,6,1935,2009,647,595,1242,583,1,180,105000
912,4,1928,2009,1328,653,1981,1122,2,576,135000
913,6,1916,2009,1232,0,1232,816,2,440,147500
914,6,1925,2009,1160,448,1608,976,1,216,137450
915,7,1936,2009,575,560,1135,560,2,576,155000
916,6,1928,2009,1172,741,1913,896,2,342,177000
917,7,1928,2009,877,600,1477,861,1,216,145000
918,7,1918,2009,628,600,1228,600,1,215,137000
919,7,1926,2009,1276,804,2080,1276,1,282,234000
920,5,1940,2009,840,727,1567,840,2,440,205000
921,6,1942,2009,753,741,1494,771,1,213,177500
922,5,1940,2009,976,332,1308,728,1,256,160000
923,5,1960,2009,1273,0,1273,1273,1,307,155000
924,5,1921,2009,964,0,964,876,2,432,163500
925,5,1921,2009,820,523,1343,731,1,186,154900
926,7,1940,2009,1240,1240,2480,920,2,400,205000
927,5,1954,2009,1112,0,1112,1112,1,390,144800
928,7,1941,2009,860,704,1564,704,1,234,174500
929,6,1960,2009,1561,0,1561,1561,2,463,193000
930,5,1949,2009,986,537,1523,1067,1,295,158000
931,6,1950,2009,1152,0,1152,1092,1,300,158500
932,6,1954,2009,1906,0,1906,1310,2,576,224000
933,6,1980,2009,516,516,1032,516,2,452,115000
934,6,1980,2009,561,668,1229,561,2,462,137000
935,6,1980,2009,561,668,1229,561,2,462,121000
936,6,1980,2009,561,668,1229,561,2,462,124000
937,6,1986,2009,1182,800,1982,572,2,501,208000
938,7,1971,2009,2365,0,2365,1803,2,551,315000
939,6,1988,2009,1680,0,1680,880,2,540,222000
940,5,1920,2009,672,672,1344,672,1,468,147000
941,5,1900,2009,928,928,2168,760,2,576,123000
942,5,1920,2009,596,596,1192,596,1,189,78000
943,3,1915,2009,1013,0,1526,1013,0,0,85000
944,4,1925,2009,572,0,572,572,1,200,75000
945,8,2007,2009,1648,0,1648,1596,2,482,230000
946,2,1910,2009,810,0,810,0,1,280,57625
947,8,2000,2009,1040,1012,2052,1107,3,642,251000
948,7,2003,2009,1518,631,2149,1434,2,670,239686
949,7,2004,2009,1710,0,1710,1710,2,550,240000
950,6,2001,2009,804,1157,1961,804,2,560,215000
951,6,1977,2009,926,0,926,902,1,351,156450
952,6,1977,2009,1287,0,1287,957,2,541,173000
953,5,1977,2009,1302,432,1734,0,2,539,126000
954,7,1990,2009,1217,0,1217,1188,2,497,173000
955,5,1991,2009,1595,0,1595,1582,2,672,152000
956,6,1958,2009,1344,0,1344,819,2,525,137500
957,7,1965,2009,2036,0,2036,2136,2,513,375000
958,9,2007,2009,1620,0,1620,1620,3,912,315500
959,7,2009,2009,846,846,1692,846,2,650,224500
960,9,2008,2009,2036,0,2036,2190,3,780,410000
961,9,2008,2009,1641,0,1641,1641,3,885,316500
962,8,2007,2009,1466,0,1466,1466,3,610,201000
963,6,1988,2009,1412,0,1412,1392,2,576,175000
964,6,1980,2009,1375,862,2237,712,2,440,204000
965,7,1987,2009,1479,0,1479,1645,2,578,213500
966,8,2001,2009,1296,0,1296,1267,2,471,220000
967,7,2003,2009,1072,942,2014,912,2,486,170000
968,9,2006,2009,1838,0,1838,1838,3,765,315000
969,9,2007,2009,1978,0,1978,1978,3,920,425000
970,5,1968,2009,1008,0,1008,1008,1,384,139500
971,5,1960,2009,1771,0,1771,0,2,336,115000
972,6,1998,2009,1204,0,1204,1204,2,412,162000
973,6,1999,2009,1224,0,1224,1224,2,402,165000
974,4,1973,2009,526,462,988,462,1,297,91000
975,5,1968,2009,874,0,874,864,1,288,130000
976,4,1970,2009,630,0,630,630,1,286,86000
977,5,1969,2009,1404,0,1404,1188,2,504,160000
978,4,1970,2009,630,0,630,630,1,286,80000
979,4,1970,2009,798,546,1344,546,0,0,97000
980,4,1970,2009,546,546,1092,546,1,286,88000
981,5,1972,2009,796,0,796,796,1,336,131900
982,6,1993,2009,1091,0,1091,384,1,429,131250
983,5,1978,2009,1110,0,1110,1097,2,602,165500
984,5,1985,2009,833,0,833,833,0,0,112000
985,5,1992,2009,883,0,883,828,2,698,149000
986,5,1993,2009,796,566,1362,796,2,480,143000
987,5,1992,2009,624,663,1287,624,2,440,130000
988,6,1977,2009,1567,0,1567,1567,2,714,196000
989,5,1969,2009,784,848,1632,784,2,898,173000
990,6,1958,2008,1414,0,1414,1184,2,601,176500
991,6,1970,2008,2117,0,2117,1205,2,550,237500
992,6,1969,2008,1092,1020,2112,952,2,576,206900
993,6,1997,2008,926,678,1604,926,2,470,187500
994,6,1995,2008,680,790,1470,680,2,420,165000
995,6,1998,2008,926,678,1604,926,2,472,195500
996,6,1998,2008,943,695,1638,943,2,472,192000
997,6,1996,2008,916,720,1636,916,2,386,173000
998,5,1996,2008,1384,0,1384,1348,2,404,177900
999,7,1996,2008,729,717,1446,729,2,406,175000
1000,8,2001,2008,1593,0,1593,1593,2,682,286000
1001,8,1997,2008,1682,0,1682,1664,2,528,247900
1002,8,1993,2008,1337,0,1337,1337,2,462,180000
1003,8,1992,2008,1280,0,1280,1280,2,506,180000
1004,6,1997,2008,926,678,1604,926,2,470,181000
1005,6,1998,2008,932,701,1633,932,2,460,183000
1006,6,1995,2008,773,885,1658,773,2,431,188000
1007,7,1994,2008,1086,809,1895,712,2,409,194500
1008,6,1991,2008,851,858,1709,836,2,416,185000
1009,8,1988,2008,1228,0,1228,1228,2,472,189000
1010,8,1989,2008,1337,0,1337,1337,2,462,188500
1011,8,2005,2008,1168,1332,2500,1168,3,683,355000
1012,9,2005,2008,1134,1370,2504,1122,3,656,325000
1013,9,2004,2008,1884,0,1884,1884,3,670,387000
1014,6,1952,2008,1474,0,1474,1632,2,495,115000
1015,9,2007,2008,1710,0,1710,1710,2,557,334000
1016,6,1950,2008,1488,0,1488,1488,2,738,133000
1017,7,1986,2008,1236,857,2093,791,2,542,215000
1018,7,1988,2008,1688,0,1688,1675,2,528,226500
1019,6,1981,2008,1422,0,1422,1422,2,576,175500
1020,7,1983,2008,1260,0,1260,1260,2,598,181900
1021,7,1978,2008,2064,0,2064,2048,2,550,235000
1022,7,1979,2008,1782,0,1782,1782,2,551,220000
1023,6,1977,2008,1542,1330,2872,1330,2,619,272000
1024,6,1976,2008,1211,0,1211,1211,2,461,161000
1025,5,1977,2008,1126,0,1126,1126,2,540,175000
